isoname	gene	tpm
FAM227A-206	FAM227A	2.69608
FAM3A-209	FAM3A	0.415917
FAM50A-201	FAM50A	1.46304
FAM76A-201	FAM76A	1.98648
FAM76A-202	FAM76A	0.649532
FAM76A-203	FAM76A	3.09738
FAM76A-204	FAM76A	5.78175
FAM76A-207	FAM76A	3.6656
FAM76B-201	FAM76B	9.18218
FAM76B-202	FAM76B	6.50728
FAM76B-204	FAM76B	4.00688
FAM98B-202	FAM98B	48.6582
FAM98B-203	FAM98B	0.675522
FANCD2-201	FANCD2	4.86987
FANCD2-202	FANCD2	34.86
FANCD2-204	FANCD2	2.85568
FANCD2-215	FANCD2	7.55492
FANCI-201	FANCI	2.26804
FANCI-202	FANCI	111.181
FANCI-203	FANCI	7.18003
FANCI-204	FANCI	9.73892
FANCI-218	FANCI	10.2299
FANCI-220	FANCI	6.04818
FANCM-201	FANCM	2.31958
FANCM-202	FANCM	6.46624
FANCM-205	FANCM	4.26629
FANCM-209	FANCM	0.12687
FARP2-204	FARP2	11.8375
FARSA-201	FARSA	169.654
FARSA-207	FARSA	0.17278
FARSB-201	FARSB	30.7928
FASN-201	FASN	75.119
FASN-206	FASN	4.09745e-05
FASTKD5-201	FASTKD5	26.6795
FAT1-201	FAT1	79.0389
FAT1-212	FAT1	7.06513e-11
FAT2-201	FAT2	0.247094
FAT2-202	FAT2	0.193012
FBL-201	FBL	203.719
FBL-205	FBL	3.47054
FBXO3-201	FBXO3	2.93228
FBXO3-202	FBXO3	3.66275
FBXO3-203	FBXO3	1.31258
FBXO3-208	FBXO3	1.93514
FBXO3-213	FBXO3	2.89873
FBXW4-201	FBXW4	14.412
FBXW4-206	FBXW4	0
FCF1-201	FCF1	17.4599
FCF1-202	FCF1	38.3734
FCF1-203	FCF1	38.2881
FCGRT-201	FCGRT	12.3871
FCHSD2-201	FCHSD2	3.12457
FCHSD2-203	FCHSD2	1.28675
FCHSD2-204	FCHSD2	21.2632
FCHSD2-205	FCHSD2	5.66209
FCHSD2-207	FCHSD2	1.77117
FCHSD2-208	FCHSD2	0
FCSK-201	FCSK	2.35545
FCSK-202	FCSK	0.578539
FDFT1-201	FDFT1	227.356
FDFT1-209	FDFT1	232.965
FDPS-203	FDPS	392.871
FECH-201	FECH	1.72418
FECH-202	FECH	25.0864
FECH-209	FECH	3.25598
FECH-212	FECH	2.40511
FEN1-201	FEN1	175.233
FERMT1-201	FERMT1	0
FERMT1-204	FERMT1	0
FERMT3-201	FERMT3	3.47127
FERMT3-202	FERMT3	62.9434
FFAR2-201	FFAR2	0.25481
FGD4-202	FGD4	0.171017
FGD4-210	FGD4	0
FGD4-211	FGD4	0
FGD4-212	FGD4	0
FGD4-213	FGD4	0
FGF1-201	FGF1	0
FGF1-203	FGF1	0
FGF1-205	FGF1	0
FGF1-206	FGF1	0
FGF1-207	FGF1	0.760403
FH-201	FH	114.619
FIP1L1-201	FIP1L1	42.4115
FIP1L1-202	FIP1L1	8.13888
FIP1L1-203	FIP1L1	34.715
FIP1L1-207	FIP1L1	2.27256
FKBP1A-202	FKBP1A	23.6826
FKBP1A-210	FKBP1A	3.54764
FKBP2-201	FKBP2	47.2302
FKBP2-203	FKBP2	0.285761
FKBP2-206	FKBP2	0.550246
FKBP3-201	FKBP3	0.649621
FKBP4-201	FKBP4	165.34
FKBP5-201	FKBP5	41.3758
FKRP-201	FKRP	4.73785
FKTN-201	FKTN	4.75131
FKTN-204	FKTN	0
FKTN-205	FKTN	0
FKTN-210	FKTN	0
FKTN-217	FKTN	0.108758
FKTN-221	FKTN	0.556076
FKTN-226	FKTN	0.413799
FLAD1-201	FLAD1	1.94611
FLAD1-202	FLAD1	4.6054
FLAD1-203	FLAD1	22.8931
FLAD1-205	FLAD1	6.58033
FLAD1-206	FLAD1	0.238389
FLAD1-207	FLAD1	3.64785
FLII-201	FLII	46.1994
FLII-215	FLII	13.2955
FLNA-201	FLNA	32.2776
FLNA-202	FLNA	8.54891e-05
FLNA-203	FLNA	132.395
FLNA-218	FLNA	0
FLNB-201	FLNB	6.95682
FLNB-202	FLNB	44.5521
FLNB-204	FLNB	0.272908
FLNB-212	FLNB	6.57532
FMC1-LUC7L2-201	FMC1-LUC7L2	28.2689
FMNL1-202	FMNL1	55.6685
FMO1-201	FMO1	0
FMO1-205	FMO1	0
FMR1-201	FMR1	16.5831
FMR1-202	FMR1	0.509559
FMR1-203	FMR1	7.60748
FMR1-204	FMR1	0
FMR1-205	FMR1	1.89352
FMR1-206	FMR1	4.89833
FMR1-207	FMR1	4.56409
FMR1-208	FMR1	1.03862
FMR1-210	FMR1	0.483228
FMR1-215	FMR1	0
FMR1-219	FMR1	0
FN1-201	FN1	0
FN1-202	FN1	0
FN1-203	FN1	0.507678
FN1-204	FN1	0
FN1-205	FN1	0
FN1-206	FN1	0
FN1-207	FN1	0
FN1-209	FN1	0
FN1-211	FN1	0
FN1-212	FN1	0
FNBP1-201	FNBP1	6.20337
FNBP1-202	FNBP1	4.57527
FNBP1-203	FNBP1	90.2239
FNBP1-204	FNBP1	1.87964
FNBP1-205	FNBP1	41.7656
FNBP1L-201	FNBP1L	17.4792
FNBP1L-202	FNBP1L	0
FNBP1L-203	FNBP1L	2.16429
FNBP1L-204	FNBP1L	0.00807039
FNBP1L-206	FNBP1L	1.6983
FNBP4-201	FNBP4	67.3581
FNDC3B-201	FNDC3B	1.16675
FNTA-201	FNTA	40.7836
FNTA-210	FNTA	4.52415
FNTB-201	FNTB	15.522
FOXH1-201	FOXH1	0.314687
FOXP1-202	FOXP1	3.69713
FOXP1-203	FOXP1	0.979652
FOXP1-210	FOXP1	0
FOXP1-212	FOXP1	0
FOXP1-214	FOXP1	0
FOXP1-215	FOXP1	0
FOXP1-242	FOXP1	0
FOXP1-244	FOXP1	0
FOXP1-256	FOXP1	0
FOXP1-258	FOXP1	0
FOXP1-260	FOXP1	0.353615
FOXP1-261	FOXP1	0.0683447
FOXP1-267	FOXP1	0
FOXP1-277	FOXP1	0.000132654
FOXRED1-201	FOXRED1	25.2385
FOXRED1-207	FOXRED1	2.96481
FOXRED1-213	FOXRED1	10.2049
FP565260.1-201	FP565260.1	21.4843
FPGS-201	FPGS	1.74316
FPGS-203	FPGS	36.3154
FPGS-204	FPGS	0
FPR1-201	FPR1	0
FPR1-204	FPR1	0
FRA10AC1-201	FRA10AC1	17.5063
FRAS1-207	FRAS1	0.00953658
FRG1-201	FRG1	171.767
FRG1-205	FRG1	21.62
FRRS1-201	FRRS1	0.523425
FRRS1-205	FRRS1	1.77753
FRYL-202	FRYL	8.88192
FRYL-211	FRYL	20.0396
FRYL-217	FRYL	2.44498
FSD1-201	FSD1	19.3
FSD1-204	FSD1	3.04875
FSIP2-202	FSIP2	0.0891329
FTO-206	FTO	0.353298
FTO-214	FTO	0
FTO-215	FTO	0.352042
FTO-216	FTO	0.67643
FTO-217	FTO	1.67944
FTO-220	FTO	25.8021
FTO-221	FTO	0.139855
FTO-222	FTO	0
FTSJ1-201	FTSJ1	8.4873
FTSJ1-202	FTSJ1	41.9549
FTSJ1-203	FTSJ1	1.80987
FTSJ3-201	FTSJ3	97.8935
FUBP1-203	FUBP1	56.6492
FUS-201	FUS	273.937
FUS-202	FUS	185.472
FUS-210	FUS	31.8426
FUT1-201	FUT1	0
FXR1-202	FXR1	3.90954
FXR1-203	FXR1	51.7578
FYB1-201	FYB1	111.215
FYB1-208	FYB1	4.27361e-05
FYB1-212	FYB1	10.1416
FYN-201	FYN	12.3169
FYN-202	FYN	0.0751276
FYN-204	FYN	25.3281
FYN-207	FYN	0.777192
G2E3-201	G2E3	9.4716
G2E3-202	G2E3	11.346
G2E3-212	G2E3	0.267088
G3BP1-201	G3BP1	14.2121
G3BP2-201	G3BP2	76.8217
G3BP2-202	G3BP2	0.550786
G6PD-201	G6PD	0.319765
G6PD-202	G6PD	31.2087
GABARAP-201	GABARAP	20.4137
GABARAP-203	GABARAP	0
GABARAPL2-201	GABARAPL2	135.973
GABARAPL2-205	GABARAPL2	0
GABPA-201	GABPA	3.60087
GAK-201	GAK	27.311
GAK-214	GAK	0.385721
GAL3ST4-201	GAL3ST4	5.66081
GALE-201	GALE	0
GALE-204	GALE	1.46741
GALE-206	GALE	0.823905
GALNT2-201	GALNT2	133.584
GAMT-201	GAMT	26.5867
GAMT-202	GAMT	2.48836
GAMT-205	GAMT	20.8983
GAN-203	GAN	5.25637
GANAB-201	GANAB	77.1972
GANAB-202	GANAB	122.811
GANC-203	GANC	1.34316
GAPDH-201	GAPDH	5276.02
GAPDHS-202	GAPDHS	1.27295
GAPVD1-202	GAPVD1	3.15976
GAPVD1-203	GAPVD1	6.87147
GAPVD1-206	GAPVD1	15.0774
GAPVD1-207	GAPVD1	7.35017
GAR1-201	GAR1	98.4513
GARS1-201	GARS1	20.989
GARS1-215	GARS1	1.86163
GARS1-219	GARS1	80.7637
GARS1-222	GARS1	0
GARS1-223	GARS1	0.000272573
GARS1-224	GARS1	0
GART-203	GART	101.561
GAS2-201	GAS2	0
GATA6-201	GATA6	0.043878
GATAD2A-201	GATAD2A	12.8766
GATAD2A-203	GATAD2A	27.7111
GATB-209	GATB	2.12761
GBA-201	GBA	2.5982
GBA-203	GBA	5.78505
GBA-204	GBA	4.65615
GBE1-201	GBE1	13.7141
GBE1-205	GBE1	5.5098
GBF1-201	GBF1	38.3924
GBF1-203	GBF1	0.595508
GBF1-204	GBF1	0
GBP1-201	GBP1	22.4592
GBP2-201	GBP2	0
GBP7-201	GBP7	0
GBP7-202	GBP7	0
GCC2-201	GCC2	14.5962
GCC2-203	GCC2	2.06068
GCC2-206	GCC2	2.96893
GCG-201	GCG	0
GCLC-207	GCLC	10.4642
GCLC-212	GCLC	19.8842
GCLC-213	GCLC	14.9563
GCLC-214	GCLC	2.0662e-09
GCNT3-201	GCNT3	0.610274
GCSH-201	GCSH	31.6681
GDAP2-201	GDAP2	5.22994
GDAP2-202	GDAP2	5.42751
GDE1-201	GDE1	29.5737
GDI1-204	GDI1	93.6965
GDI2-203	GDI2	302.334
GEMIN2-201	GEMIN2	14.701
GEMIN2-202	GEMIN2	4.21297
GEMIN2-203	GEMIN2	3.19888
GEMIN2-207	GEMIN2	0.670986
GEMIN2-209	GEMIN2	0
GEMIN2-212	GEMIN2	4.42075
GEMIN2-213	GEMIN2	2.60449
GEMIN5-201	GEMIN5	19.3845
GET3-201	GET3	73.091
GET4-201	GET4	22.4909
GET4-202	GET4	2.90613
GET4-203	GET4	2.61925
GET4-204	GET4	1.13936
GET4-205	GET4	0.912954
GFI1B-201	GFI1B	0.210122
GFI1B-203	GFI1B	0
GFI1B-207	GFI1B	0
GFI1B-208	GFI1B	0
GFM1-210	GFM1	3.00793
GFM2-201	GFM2	33.8826
GFM2-202	GFM2	1.9345
GFM2-203	GFM2	4.82934
GFM2-205	GFM2	1.10665
GFPT1-201	GFPT1	0
GFPT1-202	GFPT1	16.3081
GFPT1-204	GFPT1	19.4742
GFPT1-205	GFPT1	5.03831
GFRA2-203	GFRA2	0
GGA3-201	GGA3	12.4393
GGA3-202	GGA3	3.81192
GGA3-212	GGA3	1.60614
GGA3-222	GGA3	3.683
GGCT-202	GGCT	43.088
GGH-201	GGH	42.3187
GGNBP2-212	GGNBP2	55.8827
GGT7-201	GGT7	10.4049
GGTLC2-201	GGTLC2	0
GGTLC2-202	GGTLC2	0
GGTLC2-204	GGTLC2	0
GGTLC2-206	GGTLC2	1.18642
GGTLC2-207	GGTLC2	0
GGTLC2-208	GGTLC2	0
GID8-201	GID8	33.4979
GIGYF2-201	GIGYF2	5.43119
GIGYF2-202	GIGYF2	4.53458
GIGYF2-203	GIGYF2	0.743504
GIGYF2-204	GIGYF2	0.759127
GIMAP1-201	GIMAP1	6.96838
GIMAP1-GIMAP5-201	GIMAP1-GIMAP5	4.09778
GIMAP2-201	GIMAP2	85.179
GIMAP4-201	GIMAP4	27.293
GIMAP4-202	GIMAP4	5.36537
GIMAP4-204	GIMAP4	0
GIMAP7-201	GIMAP7	62.6442
GIMAP8-201	GIMAP8	0.376651
GINS2-201	GINS2	51.8224
GINS4-201	GINS4	26.1702
GINS4-209	GINS4	0.944401
GIPC1-201	GIPC1	8.68763
GIPC1-202	GIPC1	0
GIPC1-211	GIPC1	0
GIT1-201	GIT1	33.7374
GIT1-203	GIT1	9.48758e-10
GIT1-210	GIT1	1.81888
GIT1-211	GIT1	1.0923
GLA-201	GLA	19.6807
GLA-207	GLA	0
GLA-208	GLA	0
GLA-211	GLA	0
GLA-212	GLA	0
GLA-216	GLA	1.12959
GLB1-201	GLB1	11.1532
GLB1-202	GLB1	0.551428
GLB1-203	GLB1	5.80109
GLG1-201	GLG1	0.458885
GLG1-202	GLG1	15.2185
GLIPR1-201	GLIPR1	1.69303
GLIPR2-202	GLIPR2	29.1287
GLMP-201	GLMP	1.52169
GLMP-214	GLMP	1.1982
GLMP-215	GLMP	4.85543
GLO1-201	GLO1	134.277
GLRX3-201	GLRX3	129.53
GLS-201	GLS	15.2481
GLS-202	GLS	39.5453
GLUD1-201	GLUD1	95.3414
GLYR1-201	GLYR1	36.527
GLYR1-202	GLYR1	3.50438
GLYR1-208	GLYR1	6.6054
GLYR1-210	GLYR1	12.4037
GLYR1-212	GLYR1	9.97332
GMDS-202	GMDS	22.7711
GMDS-208	GMDS	25.9507
GMEB2-201	GMEB2	1.32114
GMEB2-202	GMEB2	1.05329
GMFG-206	GMFG	408.712
GMPPA-201	GMPPA	6.75647
GMPPA-205	GMPPA	3.0407
GMPPA-206	GMPPA	14.6233
GMPPA-207	GMPPA	0.465003
GMPPA-213	GMPPA	0
GMPPB-201	GMPPB	4.66115
GMPPB-202	GMPPB	9.86395
GMPR2-201	GMPR2	1.02203
GMPR2-202	GMPR2	5.92054
GMPR2-204	GMPR2	2.99141
GMPR2-205	GMPR2	0
GMPR2-206	GMPR2	5.43457
GMPR2-215	GMPR2	0
GMPR2-217	GMPR2	0
GMPR2-220	GMPR2	0
GMPR2-224	GMPR2	0.537253
GMPR2-231	GMPR2	0
GMPS-203	GMPS	23.6214
GNA13-201	GNA13	48.5251
GNA13-202	GNA13	6.86588
GNAI2-201	GNAI2	0.553857
GNAI3-201	GNAI3	23.36
GNAQ-201	GNAQ	76.4107
GNAS-201	GNAS	141.683
GNAS-202	GNAS	119.662
GNAS-207	GNAS	5.74018
GNAS-210	GNAS	38.7229
GNAS-211	GNAS	55.3849
GNAS-214	GNAS	0.0632763
GNAS-215	GNAS	0.135316
GNAS-234	GNAS	3.142
GNAS-238	GNAS	193.739
GNAS-261	GNAS	0
GNB1-201	GNB1	243.759
GNB1-210	GNB1	0.381951
GNB2-201	GNB2	0
GNB2-205	GNB2	5.82479
GNB2-206	GNB2	1.58887
GNE-201	GNE	0.369886
GNE-202	GNE	1.753
GNE-204	GNE	0
GNE-205	GNE	5.34525
GNG2-201	GNG2	1.35649
GNG2-203	GNG2	0
GNG2-215	GNG2	0
GNG5-201	GNG5	1.27062
GNL1-201	GNL1	26.2587
GNL2-201	GNL2	103.861
GNL3-201	GNL3	7.65142
GNL3-202	GNL3	215.771
GNL3L-201	GNL3L	13.1668
GNL3L-207	GNL3L	1.07493
GNL3L-210	GNL3L	0
GNPAT-201	GNPAT	53.3859
GNPAT-202	GNPAT	1.96377
GNPDA1-201	GNPDA1	59.2032
GNPDA1-207	GNPDA1	0.631157
GNPDA1-212	GNPDA1	1.33055
GNPNAT1-201	GNPNAT1	33.958
GNPNAT1-205	GNPNAT1	3.10598
GOLGA3-201	GOLGA3	0.410802
GOLGA3-203	GOLGA3	2.54487
GOLGA3-207	GOLGA3	0.775429
GOLGA7-201	GOLGA7	0.27386
GOLGA7-202	GOLGA7	8.06397
GOLPH3L-201	GOLPH3L	19.3154
GOLPH3L-202	GOLPH3L	4.67329
GORASP1-201	GORASP1	0
GORASP1-208	GORASP1	0.118664
GORASP1-220	GORASP1	0.367943
GORASP2-201	GORASP2	56.1535
GOSR1-201	GOSR1	7.70755
GOSR1-202	GOSR1	21.7615
GOSR1-203	GOSR1	3.48016
GOSR1-204	GOSR1	10.8878
GOSR1-205	GOSR1	3.77868
GOT1-201	GOT1	37.4989
GOT2-201	GOT2	113.523
GOT2-202	GOT2	0.998645
GPATCH1-201	GPATCH1	12.0244
GPC1-201	GPC1	2.32284
GPC1-202	GPC1	0
GPC1-203	GPC1	0
GPC1-204	GPC1	0.330978
GPC1-205	GPC1	0
GPCPD1-201	GPCPD1	9.42266
GPCPD1-206	GPCPD1	2.78295
GPI-201	GPI	25.0945
GPKOW-201	GPKOW	29.1875
GPM6A-201	GPM6A	0
GPM6A-203	GPM6A	0
GPM6A-204	GPM6A	0
GPM6A-210	GPM6A	0
GPM6A-217	GPM6A	0
GPM6A-221	GPM6A	0
GPN1-201	GPN1	0
GPN1-202	GPN1	3.22247
GPN1-203	GPN1	17.4968
GPN1-205	GPN1	0
GPN1-211	GPN1	9.8574
GPR139-202	GPR139	0.0215852
GPR182-201	GPR182	0.320174
GPR50-201	GPR50	0
GPS1-201	GPS1	12.7973
GPS1-208	GPS1	32.8586
GPS1-226	GPS1	5.52331
GPS1-228	GPS1	0
GPSM1-202	GPSM1	3.56118
GPSM1-205	GPSM1	0.440931
GPSM1-206	GPSM1	1.08843
GPSM2-201	GPSM2	7.15919
GPSM2-205	GPSM2	1.00578
GPSM2-214	GPSM2	0.198203
GPSM2-215	GPSM2	0
GPSM2-216	GPSM2	1.82746
GPSM2-217	GPSM2	3.31926
GPSM2-224	GPSM2	1.05199
GPX4-201	GPX4	0
GPX4-210	GPX4	156.171
GPX4-212	GPX4	0.00350049
GPX4-213	GPX4	1.14627
GRAMD4-201	GRAMD4	35.1949
GRAP2-201	GRAP2	73.7406
GRAP2-203	GRAP2	89.3905
GRB2-201	GRB2	0
GRB2-202	GRB2	57.8352
GREB1-201	GREB1	3.15995e-06
GREB1-207	GREB1	0
GREB1L-201	GREB1L	0.00811728
GREB1L-202	GREB1L	0
GRHL2-201	GRHL2	0
GRHL2-206	GRHL2	0
GRHPR-201	GRHPR	76.3586
GRHPR-212	GRHPR	2.505
GRIN1-206	GRIN1	0
GRIN1-207	GRIN1	0
GRIPAP1-201	GRIPAP1	43.0327
GRIPAP1-207	GRIPAP1	0.580093
GRIPAP1-215	GRIPAP1	1.35949
GRK2-201	GRK2	106.339
GRK3-201	GRK3	61.6468
GRK6-201	GRK6	4.5917
GRK6-202	GRK6	26.7851
GRK6-203	GRK6	1.40865
GRK6-211	GRK6	57.2877
GRM2-202	GRM2	0.135522
GRM2-204	GRM2	0
GRPEL1-201	GRPEL1	58.4022
GRSF1-201	GRSF1	13.1039
GRSF1-208	GRSF1	48.6294
GRTP1-201	GRTP1	0.119679
GRTP1-202	GRTP1	0.64838
GRTP1-203	GRTP1	0
GRWD1-201	GRWD1	20.3394
GSDMD-201	GSDMD	32.6745
GSDMD-212	GSDMD	0
GSK3B-201	GSK3B	32.6984
GSK3B-202	GSK3B	19.1398
GSK3B-205	GSK3B	2.38268
GSKIP-201	GSKIP	0.559293
GSKIP-206	GSKIP	0
GSPT1-201	GSPT1	26.1957
GSPT1-202	GSPT1	21.7018
GSPT1-203	GSPT1	4.99318
GSR-201	GSR	57.4221
GSR-204	GSR	0.447314
GSR-205	GSR	1.64496
GSR-206	GSR	5.64355
GSS-201	GSS	0
GSS-203	GSS	4.96254
GSS-205	GSS	0
GSS-209	GSS	0
GSS-219	GSS	2.18073
GSS-220	GSS	0
GSTM1-201	GSTM1	47.1477
GSTM1-204	GSTM1	1.85771
GSTM2-201	GSTM2	4.48379
GSTM3-201	GSTM3	3.44447
GSTM3-206	GSTM3	21.4797
GSTM4-202	GSTM4	5.28917
GSTM4-204	GSTM4	11.211
GSTO1-202	GSTO1	246.632
GSTP1-202	GSTP1	740.093
GTF2E2-201	GTF2E2	43.0344
GTF2F1-201	GTF2F1	69.105
GTF2F1-202	GTF2F1	1.06799
GTF2F1-205	GTF2F1	5.64266
GTF2F1-206	GTF2F1	0.247002
GTF2F2-201	GTF2F2	34.8575
GTF2H2-201	GTF2H2	12.3058
GTF2H2C-201	GTF2H2C	33.8538
GTF2I-212	GTF2I	1.06726
GTF2I-215	GTF2I	68.823
GTF2I-218	GTF2I	81.4347
GTF2I-221	GTF2I	5.39274
GTF2I-222	GTF2I	5.67442
GTF3A-201	GTF3A	370.913
GTF3A-202	GTF3A	33.4079
GTF3A-203	GTF3A	4.09626
GTF3C1-201	GTF3C1	18.7853
GTF3C1-202	GTF3C1	24.1436
GTF3C2-201	GTF3C2	28.2856
GTF3C2-203	GTF3C2	6.45454
GTF3C2-206	GTF3C2	11.2621
GTF3C3-201	GTF3C3	23.1257
GTF3C3-202	GTF3C3	8.62363
GTF3C3-205	GTF3C3	9.06605
GTF3C3-212	GTF3C3	29.3426
GTF3C4-201	GTF3C4	26.507
GTF3C4-202	GTF3C4	0.313211
GTF3C6-201	GTF3C6	158.471
GTPBP1-201	GTPBP1	21.7367
GTPBP1-207	GTPBP1	0.366084
GTPBP1-209	GTPBP1	6.76667
GTPBP1-212	GTPBP1	0
GTPBP3-201	GTPBP3	19.7556
GTPBP3-202	GTPBP3	6.02294
GTPBP3-203	GTPBP3	2.35673
GTPBP3-205	GTPBP3	0
GTPBP3-217	GTPBP3	0
GTPBP3-222	GTPBP3	1.83832
GYPC-201	GYPC	205.066
GYPC-202	GYPC	1.83779
GYPC-203	GYPC	31.5182
GYS1-201	GYS1	1.90126
GYS1-202	GYS1	29.2136
H1-10-201	H1-10	64.7475
H2AC18-201	H2AC18	0
H2AC19-201	H2AC19	3.62605
H2AC20-201	H2AC20	0.575604
H2AC4-201	H2AC4	0
H2AC7-201	H2AC7	0.190343
H2AC8-201	H2AC8	0
H2AW-201	H2AW	0.962297
H2BC1-201	H2BC1	0
H2BC10-201	H2BC10	0.191979
H2BC11-201	H2BC11	0.391013
H2BC12-201	H2BC12	10.3167
H2BC13-201	H2BC13	1.68874
H2BC14-201	H2BC14	0.811762
H2BC15-201	H2BC15	0.0477397
H2BC15-203	H2BC15	0.308019
H2BC17-201	H2BC17	0.824117
H2BC18-201	H2BC18	0.232257
H2BC18-204	H2BC18	0.429354
H2BC21-201	H2BC21	0.598267
H2BC3-201	H2BC3	0
H2BC4-201	H2BC4	0.664897
H2BC5-201	H2BC5	3.00125
H2BC6-201	H2BC6	0
H2BC7-201	H2BC7	0.408994
H2BC8-201	H2BC8	0.494652
H2BC9-201	H2BC9	0.352022
H2BU1-201	H2BU1	0.897401
H3-3A-201	H3-3A	5.62811
H3-3B-201	H3-3B	167.485
H3-3B-202	H3-3B	0
H4-16-201	H4-16	1.28281
H4C1-201	H4C1	0.277664
H4C11-201	H4C11	5.18895e-08
H4C12-201	H4C12	1.81807
H4C13-201	H4C13	0
H4C14-201	H4C14	0
H4C15-201	H4C15	0.685016
H4C2-201	H4C2	0.924913
H4C3-201	H4C3	1.09241
H4C4-201	H4C4	0
H4C5-201	H4C5	0.196771
H4C6-201	H4C6	0.279222
H4C8-201	H4C8	1.64938
H4C9-201	H4C9	0.789584
HABP4-201	HABP4	6.02225
HABP4-202	HABP4	0
HACD3-201	HACD3	85.0856
HACD3-206	HACD3	1.28649
HACD3-210	HACD3	0
HADH-201	HADH	79.875
HADH-202	HADH	0.410077
HADH-203	HADH	3.07763
HADH-209	HADH	0
HADH-210	HADH	0
HADH-211	HADH	29.1445
HADH-212	HADH	2.26001
HADHA-201	HADHA	47.4644
HADHA-204	HADHA	2.02766
HADHA-206	HADHA	1.80336
HADHA-208	HADHA	6.44074
HADHA-209	HADHA	0.790578
HADHB-201	HADHB	50.5739
HADHB-209	HADHB	7.29342
HAGH-201	HAGH	35.5119
HAGH-208	HAGH	1.09427
HARS1-202	HARS1	16.239
HARS1-205	HARS1	1.43462
HARS1-207	HARS1	59.4389
HARS1-210	HARS1	0.357901
HARS1-221	HARS1	0.877079
HARS1-223	HARS1	0.122758
HARS1-227	HARS1	0.33598
HARS1-230	HARS1	2.63743
HARS2-201	HARS2	12.2195
HARS2-202	HARS2	0
HARS2-204	HARS2	0
HARS2-206	HARS2	2.67173
HARS2-214	HARS2	1.48219
HARS2-215	HARS2	2.57499
HARS2-217	HARS2	0.615016
HAS3-202	HAS3	0.293723
HAT1-201	HAT1	120.617
HAUS1-201	HAUS1	101.431
HAUS1-210	HAUS1	15.6976
HAUS7-201	HAUS7	0.928313
HAX1-201	HAX1	135.827
HAX1-208	HAX1	13.8924
HBS1L-204	HBS1L	41.7583
HBS1L-205	HBS1L	1.11275
HBS1L-206	HBS1L	4.06685
HCFC1-201	HCFC1	42.4593
HCFC1-202	HCFC1	25.5076
HCLS1-201	HCLS1	82.1587
HDAC1-201	HDAC1	345.466
HDAC2-205	HDAC2	4.22393
HDAC3-201	HDAC3	79.2705
HDAC4-201	HDAC4	4.37441
HDAC4-215	HDAC4	24.3952
HDGF-201	HDGF	140.331
HDGF-202	HDGF	56.4834
HDGF-203	HDGF	135.317
HDGFL2-208	HDGFL2	36.9469
HDGFL2-210	HDGFL2	11.5358
HDGFL3-201	HDGFL3	11.0623
HDHD2-201	HDHD2	24.6753
HDHD2-209	HDHD2	8.8071
HDHD5-201	HDHD5	50.9461
HDHD5-202	HDHD5	20.2201
HDLBP-201	HDLBP	13.4587
HDLBP-202	HDLBP	1.59312
HDLBP-214	HDLBP	0
HEATR1-202	HEATR1	18.2308
HEATR1-203	HEATR1	30.6401
HECTD1-201	HECTD1	0.489969
HECTD1-204	HECTD1	12.8031
HECTD1-208	HECTD1	18.363
HECTD1-219	HECTD1	4.35554
HECTD3-202	HECTD3	9.95441
HELLS-201	HELLS	3.0579
HELLS-202	HELLS	29.5194
HELLS-203	HELLS	31.1771
HELLS-204	HELLS	0.736262
HELLS-205	HELLS	1.21904
HELLS-206	HELLS	0
HELQ-201	HELQ	7.51624
HELQ-203	HELQ	0.277636
HELQ-204	HELQ	2.90302
HEPH-202	HEPH	0
HEPH-203	HEPH	0
HEPH-204	HEPH	0.0222465
HEPH-206	HEPH	0
HEPH-207	HEPH	0
HEPH-209	HEPH	0
HERC2-201	HERC2	31.0905
HERC4-202	HERC4	16.0025
HERC4-204	HERC4	4.12233
HERC4-205	HERC4	1.44309
HERC4-206	HERC4	0.642606
HERC4-209	HERC4	0.169052
HERC4-211	HERC4	3.2113
HERC4-214	HERC4	0.926633
HEXA-201	HEXA	2.59296
HEXA-206	HEXA	9.65104
HEXA-208	HEXA	5.23751
HEXA-209	HEXA	26.4462
HEXA-215	HEXA	1.17953
HEXB-201	HEXB	29.4276
HEXB-207	HEXB	0
HEXB-210	HEXB	0.520913
HEXIM1-201	HEXIM1	36.1449
HFM1-201	HFM1	0
HFM1-202	HFM1	0
HFM1-204	HFM1	0
HGS-201	HGS	41.5176
HIBADH-201	HIBADH	25.2474
HIBADH-202	HIBADH	0
HIBCH-201	HIBCH	17.3252
HIBCH-202	HIBCH	3.06839
HIBCH-205	HIBCH	0
HIBCH-207	HIBCH	4.84215
HIBCH-209	HIBCH	20.4027
HIF1AN-201	HIF1AN	22.5915
HIGD2A-201	HIGD2A	77.7691
HINT1-201	HINT1	495.008
HIRIP3-201	HIRIP3	48.1673
HJV-201	HJV	0
HJV-202	HJV	0
HJV-204	HJV	0
HK1-201	HK1	0
HK1-202	HK1	30.5218
HK1-203	HK1	0
HK1-205	HK1	0
HK2-201	HK2	19.0089
HK2-202	HK2	0.612914
HLA-A-201	HLA-A	0
HLA-A-202	HLA-A	2.38528
HLA-A-203	HLA-A	203.487
HLA-A-209	HLA-A	0
HLA-B-249	HLA-B	111.345
HLA-B-250	HLA-B	1.73023
HLA-B-256	HLA-B	0
HLA-C-201	HLA-C	156.081
HLA-C-203	HLA-C	4.73104
